"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","US","GEEGP"," 33"," 94"," 100"," 168"," 204"," 189"," 188"," 316"," 436"," 615"," 525"," 548"," 1453"," 1966"," 2453"," 3246"," 3616"," 3582"," 2978"," 3889"," 5073"," 5686"," 4843"," 6075"," 7741"," 9325"," 10308"," 10775"," 10300"," 14593"," 15434"," 15966"," 16138"," 16789"," 15535"," 13378"," 14329"," 14726"," 14774"," 14827"," 14093"," 13741"," 14491"," 14424"," 14811"," 14692"," 14568"," 14637"," 14840"," 15009"," 15219"," 15316"," 15562"," 15775"," 15877"," 15918"
"2015F","US","GEICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1800"," 1938"," 2090"," 2242"," 2375"," 2755"," 2961"," 2888"," 3078"," 3009"," 4254"," 4436"," 4760"," 4787"," 3400"," 3800"," 4300"," 4400"," 4700"," 5000"," 4200"," 4200"," 4200"," 4200"," 4200"," 4200"," 4200"
"2015F","US","GERCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5008"," 5508"," 5940"," 6372"," 6750"," 6225"," 6627"," 6992"," 7452"," 7705"," 8538"," 8627"," 9450"," 10204"," 13000"," 14000"," 15900"," 18300"," 22000"," 26400"," 32800"," 36800"," 39600"," 39600"," 39600"," 39600"," 39600"
"2015F","US","GETCB"," 359"," 1001"," 1061"," 1760"," 2132"," 1978"," 1958"," 3300"," 4532"," 6422"," 5511"," 5739"," 15079"," 20422"," 25610"," 33780"," 37513"," 37382"," 30851"," 40262"," 52699"," 59437"," 50627"," 63910"," 80811"," 97421"," 107677"," 112270"," 106338"," 161547"," 170747"," 177626"," 178699"," 185573"," 173477"," 152057"," 163359"," 166598"," 168480"," 171885"," 164399"," 164460"," 171164"," 173445"," 178147"," 180703"," 181200"," 185774"," 192433"," 200185"," 207979"," 212311"," 211592"," 214006"," 214490"," 211836"
"2015F","US","GETXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9308"," 10200"," 11000"," 11800"," 12500"," 13214"," 14100"," 15200"," 16200"," 17830"," 20264"," 20634"," 22480"," 23744"," 27400"," 29800"," 33800"," 36700"," 41100"," 46200"," 53700"," 59500"," 63500"," 63500"," 63500"," 63500"," 63500"
"2015F","US","HYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 685"," 1432"," 1369"," 1266"," 1028"," 957"," 1220"," 1300"," 1228"," 1228"," 1173"," 1018"," 687"," 130"," 731"," 1051"," 860"," 927"," 764"," 591"," 692"," 785"," 249"," 262"," 419"," 365"," 325"
"2015F","US","HYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 66"," 138"," 131"," 122"," 100"," 93"," 118"," 126"," 120"," 120"," 115"," 100"," 66"," 13"," 72"," 105"," 86"," 93"," 77"," 60"," 71"," 80"," 26"," 28"," 44"," 38"," 35"
"2015F","US","HYEGB"," 1569167"," 1620627"," 1780151"," 1737441"," 1852542"," 2026320"," 2028381"," 2310877"," 2313457"," 2613763"," 2599507"," 2790405"," 2829445"," 2826675"," 3143378"," 3122285"," 2942893"," 2300652"," 2905420"," 2896591"," 2867306"," 2724925"," 3232512"," 3494005"," 3352809"," 2937168"," 3038157"," 2601572"," 2301629"," 2808182"," 3014012"," 2984899"," 2585662"," 2860991"," 2620314"," 3149392"," 3527582"," 3581168"," 3241286"," 3217744"," 2767916"," 2208671"," 2649979"," 2749056"," 2654880"," 2670131"," 2839353"," 2429909"," 2494003"," 2649898"," 2521486"," 3085127"," 2606047"," 2528923"," 2454019"," 2307717"
"2015F","US","HYEGP"," 145833"," 152172"," 168607"," 165755"," 177073"," 193851"," 194756"," 221518"," 222491"," 250193"," 247714"," 266311"," 272613"," 272083"," 301032"," 300047"," 283707"," 220475"," 280419"," 279783"," 276021"," 260684"," 309213"," 332130"," 321150"," 281149"," 290844"," 249695"," 222940"," 269189"," 289753"," 286019"," 250016"," 277524"," 254005"," 305410"," 341159"," 350648"," 317867"," 314663"," 271338"," 213749"," 260491"," 271512"," 265064"," 267040"," 286254"," 245843"," 253096"," 271506"," 258455"," 317531"," 273859"," 265058"," 258046"," 247636"
"2015F","US","HYICB"," 38808"," 35836"," 35990"," 33914"," 33772"," 32757"," 33138"," 35787"," 35172"," 34220"," 34040"," 33746"," 34420"," 34773"," 33202"," 32321"," 33372"," 32601"," 31563"," 34094"," 32838"," 33043"," 33046"," 33255"," 33002"," 33024"," 33021"," 32936"," 32635"," 28396"," 30947"," 29675"," 30508"," 29593"," 62186"," 54695"," 60773"," 58062"," 54539"," 48658"," 42183"," 32500"," 38908"," 42752"," 32537"," 31951"," 28756"," 15715"," 16514"," 18235"," 16270"," 17477"," 22393"," 33040"," 12192"," 13135"
"2015F","US","HYICP"," 3607"," 3365"," 3409"," 3235"," 3228"," 3134"," 3182"," 3430"," 3383"," 3276"," 3244"," 3221"," 3316"," 3347"," 3180"," 3106"," 3217"," 3124"," 3046"," 3293"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 2722"," 2975"," 2844"," 2950"," 2871"," 6028"," 5304"," 5878"," 5685"," 5349"," 4758"," 4135"," 3145"," 3825"," 4222"," 3248"," 3195"," 2899"," 1590"," 1676"," 1868"," 1668"," 1799"," 2353"," 3463"," 1282"," 1410"
"2015F","US","HYTCB"," 1607975"," 1656464"," 1816141"," 1771354"," 1886314"," 2059077"," 2061519"," 2346664"," 2348629"," 2647982"," 2633548"," 2824150"," 2863865"," 2861448"," 3176580"," 3154607"," 2976265"," 2333252"," 2936983"," 2930686"," 2900144"," 2757968"," 3265558"," 3527260"," 3385811"," 2970192"," 3071179"," 2634508"," 2334265"," 2837263"," 3046391"," 3015943"," 2617436"," 2891613"," 2683457"," 3205307"," 3589656"," 3640457"," 3297054"," 3267575"," 2811116"," 2241858"," 2689017"," 2792539"," 2688468"," 2702942"," 2869035"," 2446389"," 2511108"," 2668824"," 2538541"," 3102852"," 2628702"," 2562382"," 2466577"," 2321177"
"2015F","US","HYTCP"," 149440"," 155536"," 172016"," 168990"," 180302"," 196984"," 197938"," 224949"," 225873"," 253468"," 250957"," 269531"," 275929"," 275431"," 304212"," 303153"," 286924"," 223599"," 283465"," 283076"," 279182"," 263845"," 312374"," 335291"," 324311"," 284311"," 294005"," 252856"," 226101"," 271977"," 292866"," 288994"," 253088"," 280494"," 260126"," 310833"," 347162"," 356453"," 323336"," 319536"," 275573"," 216961"," 264329"," 275806"," 268417"," 270321"," 289246"," 247510"," 254831"," 273445"," 260203"," 319355"," 276240"," 268565"," 259367"," 249080"
"2015F","US","HYTXB"," 38808"," 35836"," 35990"," 33914"," 33772"," 32757"," 33138"," 35787"," 35172"," 34220"," 34040"," 33746"," 34420"," 34773"," 33202"," 32321"," 33372"," 32601"," 31563"," 34094"," 32838"," 33043"," 33046"," 33255"," 33002"," 33024"," 33021"," 32936"," 32635"," 29082"," 32379"," 31044"," 31774"," 30621"," 63143"," 55915"," 62073"," 59290"," 55768"," 49831"," 43200"," 33187"," 39038"," 43484"," 33588"," 32811"," 29683"," 16479"," 17105"," 18927"," 17055"," 17726"," 22655"," 33460"," 12557"," 13460"
"2015F","US","HYTXP"," 3607"," 3365"," 3409"," 3235"," 3228"," 3134"," 3182"," 3430"," 3383"," 3276"," 3244"," 3221"," 3316"," 3347"," 3180"," 3106"," 3217"," 3124"," 3046"," 3293"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 3161"," 2788"," 3113"," 2975"," 3072"," 2970"," 6121"," 5422"," 6003"," 5805"," 5469"," 4873"," 4235"," 3212"," 3837"," 4295"," 3353"," 3281"," 2992"," 1667"," 1736"," 1939"," 1748"," 1824"," 2381"," 3507"," 1320"," 1444"
"2015F","US","JFACB"," 738522"," 826805"," 976887"," 1043682"," 1120761"," 1214502"," 1353654"," 1670229"," 1941094"," 2016832"," 1972743"," 2060819"," 2090827"," 2131222"," 2001059"," 2029075"," 2001988"," 2090427"," 2138257"," 2185647"," 2179372"," 2058169"," 2069044"," 2140915"," 2413720"," 2496888"," 2682354"," 2842819"," 2981766"," 3058904"," 3129491"," 3025005"," 3001330"," 3028007"," 3154499"," 3132195"," 3274239"," 3308167"," 3356783"," 3461781"," 3580350"," 3425975"," 3340318"," 3265457"," 3382535"," 3474752"," 3379382"," 3357610"," 3192839"," 2883274"," 2962870"," 2949817"," 2901435"," 2968557"," 3042091"," 3204168"
"2015F","US","JFACP"," 135962"," 151623"," 178535"," 190473"," 204253"," 219632"," 244386"," 300770"," 349378"," 361731"," 352978"," 368723"," 373669"," 380278"," 357430"," 362114"," 357124"," 372898"," 381148"," 389527"," 388780"," 367007"," 369144"," 381783"," 430226"," 444702"," 477180"," 505520"," 530210"," 543646"," 555628"," 537076"," 532271"," 536309"," 557303"," 552763"," 577531"," 583463"," 592006"," 610501"," 631454"," 604222"," 588982"," 575909"," 596568"," 612831"," 596011"," 592171"," 563111"," 508514"," 522552"," 520250"," 511717"," 523555"," 536524"," 565109"
"2015F","US","JFTCB"," 738522"," 826805"," 976887"," 1043682"," 1120761"," 1214502"," 1353654"," 1670229"," 1941094"," 2016832"," 1972743"," 2060819"," 2140842"," 2167221"," 2030373"," 2047083"," 2025995"," 2126482"," 2163806"," 2203632"," 2190406"," 2062194"," 2071522"," 2140915"," 2413720"," 2496888"," 2682354"," 2842819"," 2981766"," 3058904"," 3129491"," 3025005"," 3001330"," 3028007"," 3154499"," 3132195"," 3274239"," 3308167"," 3356783"," 3461781"," 3580350"," 3425975"," 3340318"," 3265457"," 3382535"," 3474752"," 3379382"," 3357610"," 3192839"," 2883274"," 2962870"," 2949817"," 2901435"," 2968557"," 3042091"," 3204168"
"2015F","US","JFTCP"," 135962"," 151623"," 178535"," 190473"," 204253"," 219632"," 244386"," 300770"," 349378"," 361731"," 352978"," 368723"," 382490"," 386627"," 362600"," 365290"," 361358"," 379257"," 385654"," 392699"," 390726"," 367717"," 369581"," 381783"," 430226"," 444702"," 477180"," 505520"," 530210"," 543646"," 555628"," 537076"," 532271"," 536309"," 557303"," 552763"," 577531"," 583463"," 592006"," 610501"," 631454"," 604222"," 588982"," 575909"," 596568"," 612831"," 596011"," 592171"," 563111"," 508514"," 522552"," 520250"," 511717"," 523555"," 536524"," 565109"
"2015F","US","JFTXB"," 738522"," 826805"," 976887"," 1043682"," 1120761"," 1214502"," 1353654"," 1670229"," 1941094"," 2016832"," 1972743"," 2060819"," 2090827"," 2131222"," 2001059"," 2029075"," 2001988"," 2090427"," 2138257"," 2185647"," 2179372"," 2058169"," 2069044"," 2140915"," 2413720"," 2496888"," 2682354"," 2842819"," 2981766"," 3058904"," 3129491"," 3025005"," 3001330"," 3028007"," 3154499"," 3132195"," 3274239"," 3308167"," 3356783"," 3461781"," 3580350"," 3425975"," 3340318"," 3265457"," 3382535"," 3474752"," 3379382"," 3357610"," 3192839"," 2883274"," 2962870"," 2949817"," 2901435"," 2968557"," 3042091"," 3204168"
"2015F","US","JFTXP"," 135962"," 151623"," 178535"," 190473"," 204253"," 219632"," 244386"," 300770"," 349378"," 361731"," 352978"," 368723"," 373669"," 380278"," 357430"," 362114"," 357124"," 372898"," 381148"," 389527"," 388780"," 367007"," 369144"," 381783"," 430226"," 444702"," 477180"," 505520"," 530210"," 543646"," 555628"," 537076"," 532271"," 536309"," 557303"," 552763"," 577531"," 583463"," 592006"," 610501"," 631454"," 604222"," 588982"," 575909"," 596568"," 612831"," 596011"," 592171"," 563111"," 508514"," 522552"," 520250"," 511717"," 523555"," 536524"," 565109"
"2015F","US","JKACB"," 188012"," 267550"," 374980"," 426588"," 485760"," 690714"," 809398"," 1072900"," 1263146"," 1435718"," 1485829"," 1553529"," 1616937"," 1706999"," 1566389"," 1619188"," 1612610"," 1684047"," 1749773"," 1795133"," 1754190"," 1671232"," 1661004"," 1736415"," 1977475"," 2079166"," 2286989"," 2443668"," 2564853"," 2658238"," 2773849"," 2681332"," 2718334"," 2809304"," 3062554"," 3098678"," 3268086"," 3307005"," 3358636"," 3465861"," 3580452"," 3426591"," 3353743"," 3266351"," 3382444"," 3474752"," 3379382"," 3357610"," 3192839"," 2883274"," 2962870"," 2949817"," 2901435"," 2968557"," 3042091"," 3204168"
"2015F","US","JKACP"," 33159"," 47187"," 66134"," 75236"," 85672"," 121819"," 142751"," 189224"," 222777"," 253213"," 262051"," 273991"," 285174"," 301058"," 276259"," 285571"," 284411"," 297010"," 308602"," 316602"," 309381"," 294750"," 292946"," 306246"," 348761"," 366696"," 403349"," 430982"," 452355"," 468825"," 489215"," 472898"," 479424"," 495468"," 540133"," 546504"," 576382"," 583246"," 592352"," 611263"," 631473"," 604337"," 591489"," 576076"," 596551"," 612831"," 596011"," 592171"," 563111"," 508514"," 522552"," 520250"," 511717"," 523555"," 536524"," 565109"
"2015F","US","JKTCB"," 188012"," 267550"," 374980"," 426588"," 485760"," 690714"," 809398"," 1072900"," 1263146"," 1435718"," 1485829"," 1553529"," 1666952"," 1742998"," 1595702"," 1637195"," 1636617"," 1720102"," 1775322"," 1813119"," 1765224"," 1675258"," 1663482"," 1736415"," 1977475"," 2079166"," 2286989"," 2443668"," 2564853"," 2658238"," 2773849"," 2681332"," 2718334"," 2809304"," 3062554"," 3098678"," 3268086"," 3307005"," 3358636"," 3465861"," 3580452"," 3426591"," 3353743"," 3266351"," 3382444"," 3474752"," 3379382"," 3357610"," 3192839"," 2883274"," 2962870"," 2949817"," 2901435"," 2968557"," 3042091"," 3204168"
"2015F","US","JKTCP"," 33159"," 47187"," 66134"," 75236"," 85672"," 121819"," 142751"," 189224"," 222777"," 253213"," 262051"," 273991"," 293995"," 307407"," 281429"," 288747"," 288645"," 303369"," 313108"," 319774"," 311327"," 295460"," 293383"," 306246"," 348761"," 366696"," 403349"," 430982"," 452355"," 468825"," 489215"," 472898"," 479424"," 495468"," 540133"," 546504"," 576382"," 583246"," 592352"," 611263"," 631473"," 604337"," 591489"," 576076"," 596551"," 612831"," 596011"," 592171"," 563111"," 508514"," 522552"," 520250"," 511717"," 523555"," 536524"," 565109"
"2015F","US","JNACB"," 550510"," 559255"," 601907"," 617094"," 635001"," 523789"," 544255"," 597329"," 677948"," 581114"," 486914"," 507290"," 473891"," 424223"," 434671"," 409888"," 389378"," 406380"," 388484"," 390513"," 425182"," 386936"," 408040"," 404501"," 436245"," 417722"," 395365"," 399151"," 416914"," 400666"," 355642"," 343673"," 282996"," 218704"," 91945"," 33517"," 6153"," 1162","-1853","-4081","-102","-616","-13425","-894"," 91"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","JNACP"," 102803"," 104436"," 112401"," 115237"," 118581"," 97813"," 101635"," 111546"," 126601"," 108518"," 90927"," 94732"," 88495"," 79220"," 81171"," 76543"," 72713"," 75888"," 72546"," 72925"," 79399"," 72257"," 76198"," 75537"," 81465"," 78006"," 73831"," 74538"," 77855"," 74821"," 66413"," 64178"," 52847"," 40841"," 17170"," 6259"," 1149"," 217","-346","-762","-19","-115","-2507","-167"," 17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","JNTCB"," 550510"," 559255"," 601907"," 617094"," 635001"," 523789"," 544255"," 597329"," 677948"," 581114"," 486914"," 507290"," 473891"," 424223"," 434671"," 409888"," 389378"," 406380"," 388484"," 390513"," 425182"," 386936"," 408040"," 404501"," 436245"," 417722"," 395365"," 399151"," 416914"," 400666"," 355642"," 343673"," 282996"," 218704"," 91945"," 33517"," 6153"," 1162","-1853","-4081","-102","-616","-13425","-894"," 91"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","JNTCP"," 102803"," 104436"," 112401"," 115237"," 118581"," 97813"," 101635"," 111546"," 126601"," 108518"," 90927"," 94732"," 88495"," 79220"," 81171"," 76543"," 72713"," 75888"," 72546"," 72925"," 79399"," 72257"," 76198"," 75537"," 81465"," 78006"," 73831"," 74538"," 77855"," 74821"," 66413"," 64178"," 52847"," 40841"," 17170"," 6259"," 1149"," 217","-346","-762","-19","-115","-2507","-167"," 17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","KSCCB"," 47992"," 46870"," 44975"," 46111"," 47384"," 53670"," 60095"," 45658"," 59743"," 61323"," 61081"," 55316"," 55324"," 64689"," 54565"," 49262"," 43787"," 52106"," 54728"," 78495"," 40603"," 69338"," 30321"," 111304"," 35867"," 32833"," 49924"," 48657"," 26120"," 27574"," 11835"," 12088"," 11124"," 14039"," 19459"," 22102"," 21032"," 24645"," 31150"," 26943"," 29650"," 31402"," 15947"," 18637"," 20494"," 21592"," 15172"," 9175"," 4436"," 4224"," 4822"," 3193"," 1203"," 1018"," 2041"," 1371"
"2015F","US","KSCCP"," 8464"," 8266"," 7932"," 8132"," 8357"," 9466"," 10599"," 8053"," 10537"," 10815"," 10773"," 9756"," 9757"," 11409"," 9623"," 8688"," 7723"," 9190"," 9652"," 13844"," 7161"," 12229"," 5348"," 19630"," 6326"," 5791"," 8805"," 8582"," 4607"," 4863"," 2087"," 2132"," 1962"," 2476"," 3432"," 3898"," 3709"," 4347"," 5494"," 4752"," 5229"," 5538"," 2813"," 3287"," 3615"," 3808"," 2676"," 1618"," 782"," 745"," 850"," 563"," 212"," 180"," 360"," 242"
"2015F","US","KSICB"," 161116"," 132730"," 140332"," 137489"," 156467"," 165472"," 196293"," 226633"," 204929"," 197080"," 184650"," 164972"," 160383"," 155683"," 126485"," 119029"," 122800"," 143187"," 155547"," 177471"," 181451"," 107872"," 140869"," 66124"," 43035"," 44334"," 32095"," 28307"," 29924"," 29521"," 12275"," 11382"," 9790"," 13053"," 16912"," 15444"," 18301"," 18812"," 22071"," 12840"," 15640"," 23222"," 13806"," 24115"," 28219"," 39076"," 29576"," 13422"," 3830"," 4399"," 7318"," 3615"," 2008"," 1477"," 2830"," 1728"
"2015F","US","KSICP"," 28416"," 23409"," 24750"," 24249"," 27596"," 29184"," 34620"," 39971"," 36143"," 34758"," 32566"," 29096"," 28286"," 27457"," 22308"," 20993"," 21658"," 25253"," 27433"," 31300"," 32002"," 19025"," 24845"," 11662"," 7590"," 7819"," 5661"," 4992"," 5278"," 5206"," 2165"," 2007"," 1727"," 2302"," 2983"," 2724"," 3228"," 3318"," 3893"," 2265"," 2758"," 4096"," 2435"," 4253"," 4977"," 6892"," 5216"," 2367"," 676"," 776"," 1291"," 638"," 354"," 261"," 499"," 305"
"2015F","US","KSRCB"," 354149"," 371796"," 370541"," 366254"," 321974"," 334142"," 316940"," 295151"," 318963"," 310689"," 298441"," 295211"," 271073"," 227077"," 183826"," 160513"," 184499"," 167372"," 152844"," 132825"," 106636"," 85345"," 95090"," 85387"," 160287"," 158517"," 121318"," 118724"," 143534"," 117275"," 63911"," 72342"," 65004"," 75614"," 64924"," 74295"," 88781"," 92883"," 108317"," 111164"," 94572"," 95081"," 59929"," 70308"," 84759"," 83803"," 66350"," 43918"," 21263"," 27693"," 29104"," 18526"," 7738"," 8260"," 13750"," 10118"
"2015F","US","KSRCP"," 62460"," 65572"," 65351"," 64595"," 56785"," 58932"," 55898"," 52055"," 56255"," 54795"," 52635"," 52065"," 47808"," 40049"," 32421"," 28309"," 32539"," 29519"," 26957"," 23426"," 18807"," 15052"," 16771"," 15059"," 28269"," 27957"," 21396"," 20939"," 25315"," 20683"," 11272"," 12759"," 11465"," 13336"," 11450"," 13103"," 15658"," 16382"," 19104"," 19606"," 16679"," 16769"," 10569"," 12400"," 14949"," 14780"," 11702"," 7746"," 3750"," 4884"," 5133"," 3267"," 1365"," 1457"," 2425"," 1784"
"2015F","US","KSTCB"," 563258"," 551396"," 555847"," 549854"," 525824"," 553284"," 573328"," 567442"," 583636"," 569092"," 544173"," 515499"," 486781"," 447448"," 364876"," 328803"," 351086"," 362665"," 363118"," 388792"," 328690"," 262555"," 266280"," 262816"," 239189"," 235685"," 203338"," 195689"," 199578"," 174370"," 88021"," 95812"," 85918"," 102706"," 101295"," 111841"," 128114"," 136341"," 161538"," 150947"," 139862"," 149705"," 89682"," 113060"," 133472"," 144472"," 111098"," 66515"," 29529"," 36316"," 41244"," 25334"," 10949"," 10756"," 18620"," 13217"
"2015F","US","KSTCP"," 99340"," 97248"," 98033"," 96976"," 92738"," 97581"," 101116"," 100078"," 102934"," 100369"," 95974"," 90917"," 85852"," 78915"," 64352"," 57990"," 61920"," 63962"," 64042"," 68570"," 57970"," 46306"," 46963"," 46352"," 42185"," 41567"," 35862"," 34513"," 35199"," 30753"," 15524"," 16898"," 15153"," 18114"," 17865"," 19725"," 22595"," 24046"," 28490"," 26622"," 24667"," 26403"," 15817"," 19940"," 23540"," 25480"," 19594"," 11731"," 5208"," 6405"," 7274"," 4468"," 1931"," 1897"," 3284"," 2331"
"2015F","US","KSTXB"," 563258"," 551396"," 555847"," 549854"," 525824"," 553284"," 573328"," 567442"," 583636"," 569092"," 544173"," 515499"," 486781"," 447448"," 364876"," 328803"," 351086"," 362665"," 363118"," 388792"," 328690"," 262555"," 266280"," 262816"," 239189"," 235685"," 203338"," 195689"," 199578"," 174370"," 88021"," 95812"," 85918"," 102706"," 101295"," 111841"," 128114"," 136341"," 161538"," 150947"," 139862"," 149705"," 89682"," 113060"," 133472"," 144472"," 111098"," 66515"," 29529"," 36316"," 41244"," 25334"," 10949"," 10756"," 18620"," 13217"
"2015F","US","KSTXP"," 99340"," 97248"," 98033"," 96976"," 92738"," 97581"," 101116"," 100078"," 102934"," 100369"," 95974"," 90917"," 85852"," 78915"," 64352"," 57990"," 61920"," 63962"," 64042"," 68570"," 57970"," 46306"," 46963"," 46352"," 42185"," 41567"," 35862"," 34513"," 35199"," 30753"," 15524"," 16898"," 15153"," 18114"," 17865"," 19725"," 22595"," 24046"," 28490"," 26622"," 24667"," 26403"," 15817"," 19940"," 23540"," 25480"," 19594"," 11731"," 5208"," 6405"," 7274"," 4468"," 1931"," 1897"," 3284"," 2331"
"2015F","US","LGACB"," 18780"," 20744"," 22633"," 24918"," 27825"," 31620"," 36021"," 38728"," 43647"," 45692"," 44289"," 51156"," 52959"," 49427"," 45577"," 43103"," 47009"," 49985"," 53887"," 21723"," 17631"," 33946"," 34053"," 40441"," 42566"," 29522"," 27285"," 21601"," 23289"," 22733"," 22885"," 21132"," 19412"," 20243"," 34002"," 17730"," 15635"," 14222"," 17644"," 14272"," 11884"," 13720"," 14281"," 17871"," 19104"," 28198"," 27466"," 21945"," 40144"," 28033"," 29499"," 33963"," 37185"," 44364"," 47160"," 39677"
"2015F","US","LGACP"," 4896"," 5408"," 5900"," 6496"," 7254"," 8243"," 9390"," 10096"," 11378"," 11911"," 11546"," 13336"," 13806"," 12885"," 11881"," 11236"," 12255"," 13030"," 14048"," 5663"," 4596"," 8849"," 8877"," 10542"," 11096"," 7696"," 7113"," 5631"," 6071"," 5926"," 5966"," 5509"," 5060"," 5277"," 8864"," 4622"," 4076"," 3708"," 4599"," 3721"," 3098"," 3577"," 3723"," 4659"," 4980"," 7351"," 7160"," 5721"," 10465"," 7308"," 7690"," 8854"," 9694"," 11565"," 12294"," 10343"
"2015F","US","LGCCB"," 81041"," 82869"," 90273"," 96646"," 102136"," 103013"," 106594"," 114530"," 125066"," 143664"," 142766"," 144338"," 153713"," 146700"," 134220"," 129475"," 135806"," 135034"," 131226"," 95211"," 88088"," 86548"," 81027"," 96463"," 83327"," 95102"," 93075"," 101509"," 99249"," 109442"," 102267"," 108229"," 106907"," 109247"," 107264"," 108732"," 122393"," 120240"," 117570"," 140162"," 150392"," 142677"," 140797"," 156853"," 151969"," 131385"," 123171"," 121414"," 157975"," 138852"," 140060"," 140523"," 137583"," 153928"," 151443"," 139857"
"2015F","US","LGCCP"," 21126"," 21603"," 23533"," 25194"," 26626"," 26854"," 27788"," 29857"," 32603"," 37452"," 37217"," 37627"," 40071"," 38243"," 34990"," 33753"," 35403"," 35202"," 34209"," 24820"," 22964"," 22562"," 21123"," 25147"," 21722"," 24792"," 24264"," 26462"," 25873"," 28530"," 26660"," 28214"," 27869"," 28479"," 27962"," 28345"," 31907"," 31345"," 30649"," 36539"," 39205"," 37194"," 36704"," 40890"," 39617"," 34250"," 32109"," 31651"," 41182"," 36197"," 36512"," 36633"," 35866"," 40127"," 39479"," 36459"
"2015F","US","LGICB"," 507043"," 523064"," 571600"," 621418"," 682622"," 711945"," 744363"," 715013"," 815525"," 950587"," 952952"," 971331"," 1147872"," 1214653"," 1207546"," 1123019"," 1192414"," 1203290"," 1202788"," 1681288"," 1559049"," 1529871"," 1574619"," 1509791"," 1665688"," 1663883"," 1581579"," 1687020"," 1749401"," 1727848"," 1581653"," 1720135"," 1832527"," 1763240"," 1968795"," 1990231"," 2053724"," 2100262"," 2016066"," 2216586"," 2227992"," 2014473"," 2159609"," 2028391"," 2141238"," 2009086"," 2104298"," 2105824"," 1823320"," 1949742"," 2121282"," 2178706"," 2335492"," 2497979"," 2429536"," 2566945"
"2015F","US","LGICP"," 121811"," 125686"," 137355"," 149396"," 164489"," 171585"," 179269"," 186216"," 214408"," 251408"," 255063"," 260835"," 309536"," 329067"," 329036"," 308066"," 327596"," 335159"," 336024"," 461916"," 429120"," 425719"," 442049"," 425420"," 469739"," 469183"," 440437"," 466973"," 485197"," 474650"," 443544"," 484034"," 513202"," 497603"," 549244"," 557386"," 578166"," 590191"," 566763"," 623799"," 629528"," 568364"," 608883"," 569562"," 602484"," 565536"," 593714"," 597555"," 519383"," 562610"," 610763"," 632488"," 673647"," 716108"," 702188"," 739108"
"2015F","US","LGRCB"," 304800"," 311528"," 340152"," 364876"," 371044"," 385252"," 412329"," 453732"," 488521"," 555663"," 548511"," 556043"," 600092"," 569901"," 526215"," 511684"," 532117"," 519697"," 503946"," 339938"," 311274"," 298598"," 288610"," 343608"," 279828"," 314285"," 307805"," 342236"," 341125"," 382896"," 352138"," 378145"," 369410"," 389572"," 383675"," 394808"," 468734"," 454798"," 423886"," 525983"," 554892"," 525681"," 537148"," 544479"," 511745"," 512851"," 445524"," 483650"," 552724"," 547068"," 530144"," 485761"," 401550"," 470466"," 461913"," 421029"
