"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","US","SORCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 51654"," 54725"," 56449"," 58474"," 60123"," 61771"," 62727"," 63304"," 62458"," 61774"," 60360"," 57709"," 55175"," 53297"," 51817"," 51135"," 50175"," 52513"," 55062"," 58462"," 59857"," 64691"," 70528"," 78967"," 91877"," 108779"," 127941"
"2015F","US","SOTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 55"," 111"," 147"," 109"," 94"," 54456"," 58756"," 61610"," 62867"," 65175"," 67110"," 68214"," 69112"," 68142"," 67422"," 66034"," 63433"," 61630"," 59928"," 58372"," 58302"," 57783"," 60596"," 65397"," 73848"," 77700"," 90478"," 110891"," 157023"," 225035"," 336793"," 426463"
"2015F","US","SOTXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 51842"," 54938"," 56687"," 58734"," 60407"," 62090"," 63090"," 63723"," 62921"," 62298"," 60971"," 58400"," 56022"," 54284"," 52965"," 52541"," 52281"," 55560"," 59350"," 65332"," 69003"," 78716"," 94109"," 117398"," 141795"," 172230"," 198561"
"2015F","US","TEACB"," 10596588"," 10769278"," 11219636"," 11655028"," 11998912"," 12433969"," 13100693"," 13751460"," 14864656"," 15504675"," 16094154"," 16725919"," 17716122"," 18615278"," 18119312"," 18244992"," 19101108"," 19822777"," 20619308"," 20472472"," 19696823"," 19515181"," 19090893"," 19176389"," 19655294"," 20089136"," 20790461"," 21471248"," 22319289"," 22478511"," 22422810"," 22119412"," 22417577"," 22715420"," 23368048"," 23856977"," 24444377"," 24763720"," 25263795"," 25953252"," 26560322"," 26279214"," 26847706"," 26905787"," 27848556"," 28278821"," 28696466"," 28828991"," 27469598"," 26655601"," 27037660"," 26632155"," 26153141"," 26652159"," 26909675"," 27258784"
"2015F","US","TEAPB"," 59"," 59"," 60"," 62"," 63"," 64"," 67"," 69"," 74"," 76"," 78"," 81"," 84"," 88"," 85"," 84"," 88"," 90"," 93"," 91"," 87"," 85"," 82"," 82"," 83"," 84"," 87"," 89"," 91"," 91"," 90"," 87"," 87"," 87"," 89"," 90"," 91"," 91"," 92"," 93"," 94"," 92"," 93"," 93"," 95"," 96"," 96"," 96"," 90"," 87"," 87"," 85"," 83"," 84"," 84"," 85"
"2015F","US","TECCB"," 4604556"," 4723116"," 5032251"," 5244298"," 5460056"," 5840029"," 6318405"," 6895252"," 7326382"," 7827892"," 8326204"," 8700997"," 9188049"," 9553125"," 9390927"," 9488620"," 10065451"," 10205532"," 10515156"," 10650046"," 10575721"," 10614458"," 10839586"," 10923374"," 11416654"," 11455411"," 11591057"," 11920547"," 12580558"," 13185881"," 13318836"," 13502888"," 13444885"," 13824480"," 14086105"," 14688910"," 15176328"," 15692472"," 15984188"," 16395598"," 17169746"," 17136703"," 17341980"," 17335261"," 17647679"," 17820114"," 17670899"," 18209473"," 18351237"," 17853146"," 18015935"," 17936464"," 17364284"," 17881336"," 18197995"," 18108687"
"2015F","US","TECPB"," 25"," 26"," 27"," 28"," 28"," 30"," 32"," 35"," 37"," 39"," 41"," 42"," 44"," 45"," 44"," 44"," 46"," 46"," 47"," 47"," 47"," 46"," 47"," 47"," 48"," 48"," 48"," 49"," 51"," 53"," 53"," 53"," 52"," 53"," 54"," 55"," 56"," 58"," 58"," 59"," 61"," 60"," 60"," 60"," 60"," 60"," 59"," 60"," 60"," 58"," 58"," 58"," 55"," 57"," 57"," 56"
"2015F","US","TEEIB"," 8156973"," 8451672"," 9027590"," 9633531"," 10325462"," 11025629"," 11999503"," 12713020"," 13899552"," 15180137"," 16247746"," 17110473"," 18482409"," 19721801"," 19902184"," 20265511"," 21484563"," 22545459"," 23564742"," 23945259"," 24324399"," 24486837"," 23953700"," 24600825"," 25589606"," 26093891"," 26217282"," 26942577"," 28274388"," 29881381"," 30510355"," 30867954"," 30737406"," 31860085"," 32412456"," 33495365"," 34497168"," 34899402"," 36240040"," 36989517"," 38079049"," 37245293"," 38034497"," 38031754"," 38705055"," 39635034"," 39423299"," 40380816"," 39979135"," 38081088"," 39637188"," 39310653"," 38151580"," 38374118"," 38647836"," 37901763"
"2015F","US","TEICB"," 20845355"," 20959152"," 21796041"," 22779871"," 24134804"," 25121716"," 26450703"," 26648977"," 27893885"," 29103434"," 29593322"," 29549819"," 30939978"," 32668120"," 31786111"," 29439098"," 31419401"," 32297642"," 32744650"," 33946919"," 32088719"," 30764963"," 27631634"," 27435981"," 29578776"," 28878155"," 28306492"," 29385402"," 30728236"," 31337024"," 31827869"," 31407541"," 32588878"," 32643130"," 33563951"," 34034719"," 34965810"," 35333344"," 34834510"," 34741413"," 34688799"," 32702985"," 32696228"," 32592280"," 33558954"," 32514172"," 32456296"," 32464296"," 31406431"," 28534902"," 30595232"," 30931239"," 31003359"," 31471441"," 31720669"," 31397724"
"2015F","US","TEIPB"," 115"," 114"," 117"," 120"," 126"," 129"," 135"," 134"," 139"," 144"," 144"," 142"," 147"," 154"," 149"," 136"," 144"," 147"," 147"," 151"," 141"," 134"," 119"," 117"," 125"," 121"," 118"," 121"," 126"," 127"," 128"," 124"," 127"," 126"," 128"," 128"," 130"," 130"," 126"," 125"," 123"," 115"," 114"," 112"," 115"," 110"," 109"," 108"," 103"," 93"," 99"," 99"," 99"," 100"," 100"," 98"
"2015F","US","TERCB"," 9032793"," 9279622"," 9776488"," 9981950"," 10232274"," 10631879"," 11156214"," 11630884"," 12329800"," 13160681"," 13727931"," 14209830"," 14860869"," 14918738"," 14651209"," 14813869"," 15416512"," 15662345"," 16142658"," 15813004"," 15731229"," 15247145"," 15496657"," 15398613"," 15920357"," 16041365"," 15951349"," 16228377"," 17132317"," 17775015"," 16936503"," 17404957"," 17336329"," 18210147"," 18095471"," 18512732"," 19503184"," 18958960"," 18947296"," 19537947"," 20388779"," 20024891"," 20762489"," 21082468"," 21042377"," 21570623"," 20623425"," 21488535"," 21634282"," 21050087"," 21760368"," 21264569"," 19816225"," 21035799"," 21402174"," 20485828"
"2015F","US","TERPB"," 50"," 51"," 52"," 53"," 53"," 55"," 57"," 59"," 61"," 65"," 67"," 68"," 71"," 70"," 69"," 69"," 71"," 71"," 73"," 70"," 69"," 66"," 67"," 66"," 68"," 67"," 66"," 67"," 70"," 72"," 68"," 69"," 68"," 70"," 69"," 70"," 72"," 70"," 69"," 70"," 72"," 70"," 72"," 73"," 72"," 73"," 69"," 71"," 71"," 69"," 70"," 68"," 63"," 67"," 67"," 64"
"2015F","US","TETCB"," 45079292"," 45731168"," 47824415"," 49661147"," 51826046"," 54027593"," 57026015"," 58926572"," 62414722"," 65596682"," 67741611"," 69186565"," 72705040"," 75755267"," 73947572"," 71986573"," 76002450"," 77988301"," 80021769"," 80882446"," 78092506"," 76141756"," 73058784"," 72934367"," 76571095"," 76464077"," 76639363"," 79005567"," 82760410"," 84776435"," 84506008"," 84434784"," 85787681"," 87393192"," 89113601"," 91093328"," 94089702"," 94748494"," 95029808"," 96628209"," 98807643"," 96143802"," 97648372"," 97915782"," 100097589"," 100183726"," 99447092"," 100991286"," 98861560"," 94093746"," 97409211"," 96764424"," 94336997"," 97040731"," 98230516"," 97251024"
"2015F","US","TETGR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8.586"," 8.245"," 8.008"," 7.867"," 7.581"," 7.564"," 7.378"," 7.267"," 7.038"," 6.805"," 6.79"," 6.666"," 6.526"," 6.589"," 6.442"," 6.144"," 6.216"," 6.146"," 5.931"
"2015F","US","TETPB"," 250"," 249"," 256"," 262"," 270"," 278"," 290"," 297"," 311"," 324"," 330"," 333"," 346"," 357"," 346"," 333"," 349"," 354"," 360"," 359"," 344"," 332"," 315"," 312"," 325"," 321"," 319"," 326"," 338"," 343"," 339"," 334"," 334"," 336"," 339"," 342"," 349"," 348"," 344"," 346"," 350"," 337"," 339"," 338"," 342"," 339"," 333"," 335"," 325"," 307"," 315"," 310"," 300"," 307"," 308"," 303"
"2015F","US","TETXB"," 45079292"," 45731168"," 47824415"," 49661147"," 51826046"," 54027593"," 57026015"," 58926572"," 62414722"," 65596682"," 67741611"," 69186565"," 72705019"," 75755260"," 73947560"," 71986579"," 76002472"," 77988296"," 80021771"," 80882441"," 78092492"," 76141747"," 73058770"," 72934357"," 76571081"," 76464067"," 76639359"," 79005573"," 82760400"," 84776432"," 84506017"," 84434798"," 85787669"," 87393176"," 89113575"," 91093338"," 94089699"," 94748495"," 95029789"," 96628210"," 98807646"," 96143794"," 97648403"," 97915795"," 100097566"," 100183731"," 99447087"," 100991295"," 98861548"," 94093737"," 97409194"," 96764427"," 94337009"," 97040735"," 98230513"," 97251022"
"2015F","US","TNACB"," 10570721"," 10744211"," 11195215"," 11631231"," 11975123"," 12410160"," 13077584"," 13727550"," 14840284"," 15479818"," 16068447"," 16700689"," 17691291"," 18590282"," 18095806"," 18220646"," 19077036"," 19797851"," 20595027"," 20448321"," 19670233"," 19489725"," 19064879"," 19146581"," 19622701"," 20056731"," 20756678"," 21436797"," 22284018"," 22440940"," 22385109"," 22082226"," 22380820"," 22678751"," 23331057"," 23819747"," 24407049"," 24726013"," 25225524"," 25912636"," 26519136"," 26238100"," 26806356"," 26853938"," 27793649"," 28223140"," 28643315"," 28770367"," 27414797"," 26600676"," 26983454"," 26579530"," 26104160"," 26601481"," 26858216"," 27209163"
"2015F","US","TNCCB"," 3260810"," 3332350"," 3540476"," 3600142"," 3705783"," 3956215"," 4257703"," 4683571"," 4905391"," 5183515"," 5418082"," 5592498"," 5814314"," 5950135"," 5756841"," 5653796"," 6047611"," 6010582"," 6121702"," 6219448"," 5993500"," 5851738"," 5927796"," 5945357"," 6249393"," 6067436"," 6117431"," 6300020"," 6656063"," 6797161"," 6741017"," 6847889"," 6875388"," 6983918"," 7120977"," 7346589"," 7614225"," 7795180"," 7683020"," 7815059"," 8216990"," 8130821"," 8234535"," 8383805"," 8426322"," 8397141"," 8173694"," 8479676"," 8651801"," 8511698"," 8556173"," 8591306"," 8250448"," 8724601"," 8992245"," 9080493"
"2015F","US","TNICB"," 18107111"," 18165662"," 18846405"," 19701088"," 20850178"," 21629656"," 22659669"," 22695839"," 23651800"," 24550539"," 24881233"," 24699950"," 25702757"," 27112498"," 26135982"," 23810202"," 25261721"," 25885757"," 26058723"," 27089243"," 25405442"," 24166263"," 21622264"," 21209563"," 23060734"," 22340448"," 21950529"," 22905122"," 23956259"," 24046703"," 24430843"," 24079411"," 25106954"," 25106109"," 25863432"," 26232280"," 26999147"," 27367042"," 26760327"," 26546512"," 26476012"," 25161608"," 25186042"," 24991577"," 25890075"," 24892532"," 24976724"," 24871338"," 23967357"," 21882550"," 23579819"," 23835245"," 24079646"," 24587927"," 24788743"," 24729464"
"2015F","US","TNRCB"," 7331388"," 7500567"," 7867901"," 7936031"," 8026854"," 8260262"," 8563469"," 8857122"," 9221890"," 9685472"," 9876631"," 10097026"," 10456936"," 10224989"," 9877358"," 9997497"," 10461640"," 10396456"," 10566726"," 10246760"," 9845172"," 9473094"," 9609065"," 9371088"," 9847784"," 9834960"," 9679624"," 9805271"," 10386022"," 10641161"," 9693929"," 9981272"," 10115704"," 10527624"," 10398381"," 10480690"," 11153155"," 10693680"," 10258433"," 10665327"," 11190325"," 10949862"," 11211142"," 11575589"," 11386464"," 11527108"," 10751818"," 11333780"," 11588746"," 11289990"," 11464080"," 11242167"," 10357321"," 11461857"," 11788630"," 11155822"
"2015F","US","TNTXB"," 39270030"," 39742790"," 41449996"," 42868492"," 44557937"," 46256293"," 48558426"," 49964081"," 52619366"," 54899344"," 56244392"," 57090163"," 59665298"," 61877904"," 59865988"," 57682142"," 60848008"," 62090645"," 63342178"," 64003772"," 60914346"," 58980821"," 56224004"," 55672589"," 58780612"," 58299575"," 58504262"," 60447210"," 63282361"," 63925965"," 63250899"," 62990798"," 64478866"," 65296401"," 66713847"," 67879306"," 70173577"," 70581916"," 69927304"," 70939535"," 72402463"," 70480392"," 71438076"," 71804910"," 73496510"," 73039921"," 72545551"," 73455161"," 71622701"," 68284914"," 70583525"," 70248248"," 68791574"," 71375866"," 72427834"," 72174942"
"2015F","US","TPOPP"," 180671"," 183691"," 186538"," 189242"," 191889"," 194303"," 196560"," 198712"," 200706"," 202677"," 205052"," 207661"," 209896"," 211909"," 213854"," 215973"," 218035"," 220239"," 222585"," 225055"," 227225"," 229466"," 231664"," 233792"," 235825"," 237924"," 240133"," 242289"," 244499"," 246819"," 249623"," 252981"," 256514"," 259919"," 263126"," 266278"," 269394"," 272647"," 275854"," 279040"," 282162"," 284969"," 287625"," 290108"," 292805"," 295517"," 298380"," 301231"," 304094"," 306772"," 309348"," 311663"," 313998"," 316205"," 318563"," 320897"
"2015F","US","UOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-297646","-336038","-193355","-321231","-338345","-352779","-362554","-277509","-384759","-368961","-450226","-354830","-396007","-279227","-320899","-112836","-102875","-313944","-287912","-401150","-75422","-135676","-50398","-75550"," 2784"," 70337"," 65188","-53718","-77793"," 27960"," 56124"," 60085"," 16712","-80589","-17790"
"2015F","US","UOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-51098","-57689","-33194","-55147","-58085","-60563","-62241","-47641","-66053","-63341","-77292","-60915","-67984","-47936","-55090","-19371","-17661","-53896","-49427","-68867","-12948","-23292","-8652","-12970"," 478"," 12075"," 11191","-9222","-13355"," 4800"," 9635"," 10315"," 2869","-13835","-3054"
"2015F","US","USICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 694"," 753"," 1024"," 1257"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","USICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 128"," 139"," 189"," 232"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","WDCCB"," 11868"," 11146"," 10630"," 10165"," 9460"," 8858"," 8617"," 8325"," 8136"," 7860"," 7534"," 7190"," 7190"," 6708"," 7018"," 8067"," 9099"," 10286"," 11834"," 13812"," 21000"," 21000"," 22000"," 22000"," 22000"," 24000"," 27000"," 29000"," 32000"," 76485"," 65738"," 68440"," 72027"," 75597"," 71715"," 72379"," 75668"," 73386"," 64014"," 66621"," 71469"," 66788"," 68658"," 71435"," 70327"," 69995"," 65106"," 69796"," 72903"," 72595"," 71617"," 69159"," 60683"," 70164"," 75259"," 81240"
"2015F","US","WDEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2048"," 2271"," 4817"," 7765"," 5134"," 8159"," 9663"," 99573"," 128515"," 125796"," 140219"," 149832"," 152334"," 125411"," 137860"," 136991"," 136709"," 138026"," 134320"," 126401"," 150190"," 167290"," 165189"," 184973"," 181815"," 185956"," 177348"," 180046"," 195597"," 182159"," 190191"," 207426"," 251253"," 243857"
"2015F","US","WDICB"," 679864"," 695413"," 728179"," 774843"," 826735"," 854943"," 901916"," 894658"," 981948"," 1014232"," 1018911"," 1039998"," 1112668"," 1164853"," 1159074"," 1063270"," 1219876"," 1281245"," 1400424"," 1404862"," 1600000"," 1602000"," 1516000"," 1690000"," 1679000"," 1645000"," 1610000"," 1576000"," 1625000"," 1583563"," 1441912"," 1409847"," 1461223"," 1484345"," 1579770"," 1652078"," 1683499"," 1730613"," 1603440"," 1619520"," 1635925"," 1442644"," 1396434"," 1363315"," 1475735"," 1451729"," 1472398"," 1413023"," 1338734"," 1178370"," 1273473"," 1308929"," 1339392"," 1311953"," 1324954"," 1305842"
"2015F","US","WDRCB"," 626630"," 586864"," 560084"," 536967"," 499058"," 468150"," 454974"," 433973"," 425511"," 415053"," 400777"," 381874"," 379776"," 354096"," 370952"," 425408"," 481634"," 541783"," 621849"," 728076"," 846192"," 873464"," 971291"," 970000"," 980484"," 1010000"," 920000"," 852692"," 910000"," 920000"," 581872"," 610000"," 640000"," 547827"," 520000"," 520000"," 540000"," 427620"," 380000"," 390000"," 420000"," 374361"," 380000"," 400000"," 410000"," 428457"," 380000"," 420000"," 470000"," 503980"," 440000"," 450000"," 420000"," 580000"," 590440"," 439878"
"2015F","US","WDRCP"," 31332"," 29343"," 28004"," 26848"," 24953"," 23407"," 22749"," 21699"," 21276"," 20753"," 20039"," 19094"," 18989"," 17705"," 18548"," 21270"," 24082"," 27089"," 31092"," 36404"," 42310"," 43673"," 48565"," 48500"," 49024"," 50500"," 46000"," 42635"," 45500"," 46000"," 29094"," 30500"," 32000"," 27391"," 26000"," 26000"," 27000"," 21381"," 19000"," 19500"," 21000"," 18718"," 19000"," 20000"," 20500"," 21423"," 19000"," 21000"," 23500"," 25199"," 22000"," 22500"," 21000"," 29000"," 29522"," 21994"
"2015F","US","WSCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 21996"," 27765"," 26484"," 32451"," 33390"," 34522"," 40199"," 53028"," 57610"," 54160"," 53917"," 47255"," 24544"," 25880"," 29027"," 34237"," 34249"," 36309"," 30960"," 34214"," 36355"," 35958"," 42543"," 45247"," 47076"," 46963"," 47029"
"2015F","US","WSEIB"," 1508"," 1339"," 1349"," 1341"," 1549"," 2810"," 3478"," 3293"," 3900"," 3342"," 3741"," 3261"," 3432"," 3411"," 2618"," 1989"," 2764"," 5018"," 3498"," 5156"," 4500"," 3845"," 1307"," 1712"," 4432"," 6682"," 7158"," 7230"," 7622"," 131954"," 187990"," 228558"," 262234"," 264794"," 281553"," 296251"," 300412"," 308977"," 307788"," 315199"," 318437"," 210740"," 229781"," 224808"," 217889"," 216491"," 226236"," 233356"," 253967"," 257624"," 263775"," 254568"," 262453"," 262185"," 278890"," 281022"
"2015F","US","WSICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 86718"," 117693"," 155288"," 203568"," 229635"," 255703"," 281770"," 307706"," 200405"," 192323"," 184674"," 178514"," 181157"," 199247"," 195026"," 223549"," 184014"," 180344"," 171042"," 145111"," 128595"," 146345"," 147513"," 136918"," 152480"," 134015"," 148919"," 147082"," 157708"," 168178"," 164682"," 158904"," 187174"," 190025"," 190320"
"2015F","US","WWCCB"," 11868"," 11146"," 10630"," 10165"," 9460"," 8858"," 8617"," 8325"," 8136"," 7860"," 7534"," 7190"," 7190"," 6708"," 7018"," 8067"," 9099"," 10286"," 11834"," 13812"," 21000"," 21000"," 22000"," 22000"," 22000"," 24000"," 27000"," 29000"," 32000"," 98481"," 93503"," 94924"," 104478"," 108987"," 106237"," 112578"," 128696"," 130996"," 118174"," 120538"," 118724"," 91332"," 94538"," 100462"," 104564"," 104244"," 101415"," 100756"," 107117"," 108950"," 107576"," 111702"," 105930"," 117240"," 122222"," 128269"
"2015F","US","WWEIB"," 1508"," 1339"," 1349"," 1341"," 1549"," 2810"," 3478"," 3293"," 3900"," 3342"," 3741"," 3261"," 3432"," 3411"," 2618"," 1989"," 2764"," 5018"," 3498"," 5156"," 4500"," 3845"," 3355"," 3983"," 9249"," 14447"," 12292"," 15389"," 17285"," 231527"," 316505"," 354354"," 402453"," 414626"," 433887"," 421662"," 438272"," 445968"," 444497"," 453225"," 452757"," 337141"," 379971"," 392098"," 383079"," 401464"," 408051"," 419312"," 431315"," 437670"," 459372"," 436727"," 452644"," 469611"," 530143"," 524879"
"2015F","US","WWICB"," 679864"," 695413"," 728179"," 774843"," 826735"," 854943"," 901916"," 894658"," 981948"," 1014232"," 1018911"," 1039998"," 1112668"," 1164853"," 1159074"," 1063270"," 1219876"," 1281245"," 1400424"," 1404862"," 1600000"," 1688718"," 1633693"," 1845288"," 1882568"," 1874635"," 1865703"," 1857770"," 1932706"," 1783968"," 1634235"," 1594521"," 1639737"," 1665502"," 1779017"," 1847104"," 1907048"," 1914627"," 1783784"," 1790562"," 1781036"," 1571239"," 1542779"," 1510828"," 1612653"," 1604209"," 1606413"," 1561942"," 1485816"," 1336078"," 1441651"," 1473611"," 1498296"," 1499127"," 1514979"," 1496162"
"2015F","US","WWTCB"," 1319871"," 1294762"," 1300242"," 1323316"," 1336802"," 1334761"," 1368986"," 1340249"," 1419494"," 1440488"," 1430962"," 1432323"," 1503065"," 1529068"," 1539661"," 1498733"," 1713373"," 1838332"," 2037605"," 2151906"," 2471691"," 2587027"," 2630339"," 2841271"," 2894301"," 2923082"," 2824995"," 2754851"," 2891991"," 3033976"," 2626115"," 2653799"," 2786668"," 2736942"," 2839141"," 2901344"," 3014016"," 2919211"," 2726455"," 2754325"," 2772517"," 2374073"," 2397288"," 2403388"," 2510295"," 2538373"," 2495880"," 2502010"," 2494248"," 2386677"," 2448599"," 2472039"," 2476870"," 2665979"," 2757783"," 2589187"
"2015F","US","WWTXB"," 1318363"," 1293423"," 1298892"," 1321975"," 1335253"," 1331951"," 1365508"," 1336956"," 1415594"," 1437146"," 1427222"," 1429062"," 1499634"," 1525657"," 1537044"," 1496744"," 1710609"," 1833314"," 2034106"," 2146749"," 2467192"," 2583182"," 2626984"," 2837288"," 2885052"," 2908635"," 2812703"," 2739462"," 2874706"," 2802449"," 2309610"," 2299445"," 2384215"," 2322316"," 2405254"," 2479682"," 2575744"," 2473243"," 2281958"," 2301100"," 2319760"," 2036932"," 2017317"," 2011290"," 2127217"," 2136910"," 2087829"," 2082698"," 2062933"," 1949008"," 1989227"," 2035312"," 2024226"," 2196368"," 2227640"," 2064309"
"2015F","US","WXICB"," 24573"," 24307"," 21954"," 21090"," 19911"," 21212"," 21694"," 21417"," 24141"," 25404"," 25509"," 29058"," 29950"," 38432"," 37657"," 33643"," 39933"," 33377"," 34396"," 33687"," 32912"," 36439"," 28493"," 30980"," 30681"," 31395"," 30592"," 32729"," 33947"," 33460"," 33300"," 35127"," 37258"," 40027"," 40586"," 40592"," 48665"," 43742"," 42369"," 37436"," 33084"," 36339"," 32170"," 31040"," 30758"," 31367"," 26146"," 21888"," 19141"," 12220"," 17082"," 15077"," 15293"," 16489"," 14784"," 12359"
"2015F","US","WXICP"," 4438"," 4390"," 3965"," 3809"," 3596"," 3831"," 3918"," 3868"," 4360"," 4588"," 4607"," 5248"," 5409"," 6941"," 6801"," 6076"," 7212"," 6028"," 6212"," 6084"," 5944"," 6581"," 5146"," 5595"," 5541"," 5670"," 5525"," 5911"," 6131"," 6043"," 6014"," 6344"," 6729"," 7229"," 7330"," 7331"," 8789"," 7900"," 7652"," 6761"," 5975"," 6563"," 5810"," 5606"," 5555"," 5665"," 4722"," 3953"," 3457"," 2207"," 3085"," 2723"," 2762"," 2978"," 2670"," 2232"
"2015F","US","WYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 157"," 494"," 513"," 580"," 1013"," 1103"
"2015F","US","WYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 16"," 51"," 54"," 61"," 107"," 118"
"2015F","US","WYEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 28"," 68"," 60"," 44"," 37"," 9"," 22033"," 29007"," 30796"," 29863"," 30987"," 35560"," 32630"," 33440"," 33581"," 30853"," 45894"," 57057"," 69617"," 105334"," 113273"," 141664"," 178088"," 263738"," 340503"," 545548"," 721127"," 923271"," 1167094"," 1339365"," 1600424"," 1726026"," 1775705"
"2015F","US","WYEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 6"," 6"," 4"," 4"," 1"," 2112"," 2789"," 2951"," 2888"," 3006"," 3447"," 3164"," 3234"," 3288"," 3026"," 4488"," 5593"," 6737"," 10354"," 11187"," 14144"," 17811"," 26589"," 34450"," 55363"," 73886"," 94636"," 120121"," 140749"," 167742"," 181496"," 190547"
"2015F","US","WYICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 47"," 182"," 356"," 503"," 497"
"2015F","US","WYICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 19"," 37"," 53"," 53"
